T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
47255, -145, 222, -79, 103390, 627830, -92260
47275, -167, 406, -59, 37940, 624890, -46550
47295, -168, 607, -96, -154070, 589330, 5600
47315, -152, 753, -218, -492310, 509950, 38430
47335, -111, 963, -435, -813540, 412930, 9240
47355, -99, 1043, -559, -873950, 370860, -73640
47375, -239, 1456, -496, -466200, 450450, -156100
47395, -333, 1875, -226, 19740, 548870, -199850
47415, -222, 1997, -357, -91910, 462210, -319550
47435, -104, 1997, -732, -611870, 249690, -585340
47455, -217, 1997, -833, -612780, 255570, -712530
47475, -394, 1997, -470, -14280, 509040, -518980
47495, -375, 1993, -330, 189770, 613970, -361830
47515, -293, 1961, -613, -110740, 416920, -617400
47535, -251, 1997, -703, -84280, 298480, -878500
47555, -292, 1818, -452, 289310, 457310, -675220
47575, -292, 1228, -255, 382410, 641200, -269500
47595, -243, 853, -244, 160580, 632940, -149450
47615, -218, 746, -269, 89180, 518420, -306040
47635, -188, 682, -214, 244790, 461230, -423360
47655, -158, 556, -115, 377930, 472990, -369460
47675, -132, 402, -43, 349650, 492940, -220850
47695, -114, 270, -8, 192570, 485450, -81410
47715, -101, 211, -1, -5460, 448000, 1750
47735, -105, 263, -13, -184030, 390320, 26740
47755, -131, 502, -64, -337120, 318640, 9450
47775, -127, 816, -212, -486010, 225120, -54460
47795, -112, 1020, -371, -605290, 112070, -191030
47815, -147, 1334, -422, -521780, 53760, -357700
47835, -205, 1714, -311, -188790, 110530, -420980
47855, -223, 1786, -284, 25200, 200550, -327880
47875, -182, 1738, -452, -201110, 186970, -240310
47895, -213, 1879, -642, -555660, 65240, -343910
47915, -245, 1997, -615, -449400, 980, -554330
47935, -239, 1997, -462, 15820, 76090, -609210
47955, -194, 1997, -543, 78120, 158550, -450800
47975, -229, 1775, -601, -326620, 130200, -366590
47995, -256, 1805, -476, -341600, 82320, -490980
48015, -208, 1574, -267, 112210, 118650, -589820
48035, -136, 1058, -196, 32410, 143430, -408800
48055, -55, 673, -192, -205730, 120260, -354970
48075, -90, 466, -185, -184870, 132650, -350910
48095, -99, 400, -164, -3360, 177450, -345520
48115, -105, 419, -136, 179060, 228270, -307300
48135, -106, 499, -98, 271950, 264460, -232470
48155, -102, 521, -50, 240240, 281680, -122780
48175, -104, 451, -33, 83020, 276780, 2240
48195, -125, 550, -83, -131950, 247100, 101220
48215, -159, 881, -237, -344610, 203560, 171430
48235, -178, 1080, -409, -528360, 169260, 248010
48255, -184, 1171, -436, -531580, 180250, 324170
48275, -223, 1440, -335, -271530, 231350, 339570
48295, -254, 1822, -280, -42630, 236320, 258790
48315, -212, 1997, -523, -210630, 131740, 132440
48335, -170, 1997, -775, -619780, 19600, 97790
48355, -228, 1997, -639, -674450, 53970, 225260
48375, -297, 1997, -404, -298620, 171430, 344680
48395, -237, 1997, -501, -168560, 144270, 257740
48415, -136, 1968, -687, -501690, -26950, 66780
48435, -135, 1616, -577, -664370, -75110, 58450
48455, -203, 1384, -301, -385560, 44730, 214760
48475, -208, 1155, -181, -139580, 124740, 297920
48495, -156, 927, -201, -216370, 51450, 213710
48515, -93, 683, -228, -410900, -83860, 69580
48535, -62, 452, -195, -468160, -154980, -6650
48555, -46, 278, -130, -353920, -140560, -2590
48575, -45, 172, -68, -172270, -87710, 31920
48595, -45, 139, -40, -22610, -42490, 58380
48615, -52, 161, -40, 70140, -19530, 67830
48635, -77, 285, -80, 127750, -13650, 63350
48655, -118, 537, -140, 180950, -17360, 41860
