T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
210713, -124, 1491, -254, 623560, -67340, 401450
210733, -148, 1257, -153, 616000, -75250, 286860
210753, -111, 948, -211, 222950, -186830, 127470
210773, -61, 648, -240, -59010, -252490, 51100
210793, -37, 438, -199, -27510, -225680, 48300
210813, -41, 319, -125, 164430, -157290, 51380
210833, -54, 323, -82, 319130, -101920, 35000
210853, -83, 498, -48, 360080, -79660, 7840
210873, -101, 649, -37, 266140, -91910, -16450
210893, -91, 569, -77, 5530, -135100, -23240
210913, -102, 800, -216, -303100, -178150, -6650
210933, -98, 1008, -382, -515760, -193130, 28700
210953, -94, 1079, -419, -575400, -164500, 87920
210973, -123, 1315, -356, -385910, -92750, 131460
210993, -161, 1724, -320, -122850, -43470, 97160
211013, -134, 1997, -539, -163800, -75040, 7490
211033, -95, 1970, -723, -535150, -131110, -24430
211053, -114, 1855, -633, -731500, -99680, 65870
211073, -165, 1997, -447, -449750, 3010, 159320
211093, -146, 1997, -452, -165060, 38080, 113960
211113, -79, 1867, -606, -353220, -37730, -15540
211133, -62, 1428, -554, -658770, -77770, -49420
211153, -101, 1231, -369, -570850, 1330, 35070
211173, -127, 1111, -226, -251790, 104790, 99190
211193, -106, 961, -188, -118020, 125510, 61670
211213, -66, 758, -208, -235200, 67830, -43890
211233, -32, 517, -207, -387520, 15680, -131740
211253, -25, 346, -171, -405440, 25900, -156380
211273, -35, 253, -136, -295050, 89180, -134820
211293, -47, 252, -126, -140910, 170520, -98070
211313, -66, 408, -168, -6300, 245770, -61740
211333, -101, 745, -259, 98770, 313460, -18550
211353, -174, 1045, -288, 185220, 390320, 60690
211373, -216, 1120, -282, 227780, 483070, 190680
211393, -202, 1158, -310, 176400, 546350, 292180
211413, -168, 1400, -412, 87290, 533400, 262150
211433, -163, 1817, -515, 87920, 479080, 132160
211453, -251, 1997, -560, 136500, 559580, 218820
211473, -295, 1927, -587, -94710, 645890, 406350
211493, -233, 1808, -588, -253120, 638960, 400330
211513, -205, 1993, -555, -123130, 584500, 232120
211533, -199, 1996, -486, -23310, 560490, 130200
211553, -174, 1635, -505, -251160, 550480, 142730
211573, -142, 1275, -495, -514500, 530040, 144340
211593, -143, 1079, -412, -479640, 526330, 92470
211613, -163, 973, -294, -258860, 544320, 25760
211633, -155, 829, -196, -132160, 541730, -42700
211653, -122, 644, -152, -175210, 497280, -128170
211673, -90, 458, -142, -269570, 441910, -219240
211693, -79, 371, -155, -300860, 417130, -282240
211713, -86, 388, -185, -251020, 435400, -296450
211733, -104, 496, -230, -152180, 490420, -252350
211753, -146, 640, -259, -48650, 573650, -139720
211773, -215, 848, -299, -280, 668220, 29890
211793, -272, 990, -348, -53690, 746200, 205240
211813, -265, 1032, -384, -185990, 778470, 310100
211833, -228, 1159, -410, -272370, 748720, 272090
211853, -220, 1502, -429, -202090, 688660, 122710
211873, -203, 1820, -460, -108150, 646310, 4970
211893, -172, 1814, -579, -254450, 623490, -1890
211913, -146, 1657, -647, -579110, 595350, 19600
211933, -183, 1671, -572, -666610, 576590, -23240
211953, -221, 1766, -417, -400120, 587580, -109270
211973, -172, 1710, -364, -208390, 567210, -210070
211993, -101, 1514, -466, -351400, 475160, -345240
212013, -114, 1328, -491, -519680, 406420, -460320
212033, -175, 1164, -386, -405440, 449820, -459340
212053, -204, 937, -244, -145320, 546210, -366240
212073, -189, 707, -153, -11900, 583590, -305270
212093, -159, 532, -120, -27300, 536690, -340970
212113, -134, 481, -129, -65100, 463890, -417690
212133, -113, 530, -146, -64260, 419370, -455700
212153, -99, 593, -162, -46620, 416010, -419020
212173, -108, 580, -159, -59150, 446180, -301700
212193, -137, 664, -201, -138600, 489790, -131950
212213, -159, 829, -280, -273980, 515970, 21700
212233, -155, 898, -325, -425320, 509810, 114870
212253, -155, 1013, -313, -510790, 471170, 115640
212273, -168, 1339, -302, -411390, 407260, -4270
212293, -141, 1702, -328, -140420, 263060, -296660
212313, -96, 1830, -491, -392980, 218330, -279930
212333, -93, 1660, -577, -646170, 222600, -194880
212353, -153, 1625, -509, -517440, 258020, -165200
212373, -203, 1849, -379, -154490, 260050, -245350
212393, -153, 1896, -349, -78470, 182490, -372330
212413, -67, 1590, -449, -347690, 99890, -432110
212433, -68, 1250, -444, -489230, 114310, -377440
212453, -116, 1073, -329, -294840, 198450, -281330
212473, -152, 980, -198, -24430, 252700, -232960
212493, -144, 896, -129, 58660, 224070, -256760
212513, -102, 777, -137, -43960, 143850, -314580
212533, -61, 668, -164, -179200, 80990, -341530
212553, -46, 567, -189, -226380, 76020, -300860
212573, -47, 494, -173, -168770, 122920, -199640
212593, -66, 495, -149, -63910, 190540, -69930
212613, -98, 683, -170, 17990, 248570, 57540
212633, -154, 950, -201, 35980, 288330, 178780
212653, -189, 1037, -219, -34020, 304780, 288400
212673, -171, 1067, -262, -165340, 269780, 325640
212693, -135, 1190, -332, -243530, 187460, 261450
212713, -117, 1456, -394, -187530, 118580, 173810
212733, -168, 1755, -421, -75810, 116060, 182350
212753, -240, 1801, -433, -79450, 164640, 316750
212773, -228, 1692, -450, -234570, 185010, 452060
